2385;2373;23564;AZE19960420;ALIZADA Elgun;???;AZE;29;4;;;;;;;;;;;;;
2863;-;37902;KSA20081212;ALKHALIFAH Zaki Taha;???;KSA;17;2;;;;;;;;;;;;;
2255;2245;29468;QAT19900606;ALKHATER Fadhel;???;QAT;35;5;;;;;;;;;;;;;
1587;-;35504;KSA20040501;ALKULAIF Wasel Alhur;???;KSA;21;15;;;;;;;;;;;;;
2344;2335;37057;QAT20000627;ALKUWARI Tamim;???;QAT;25;5;;;;;;;;;;;;;
2058;2050;32614;LBN20000724;ALMANE Abdel Azez;???;LBN;25;7;;;;;;;;;;;;;
2490;2481;34986;UAE19990531;ALMASHGHOUNI Omar;???;UAE;26;4;;;;;;;;;;;;;
2663;2656;16991;UAE19860909;ALNAQBI Khamis Saif;???;UAE;39;2;;;;;;;;;;;;;
2187;-;35502;KSA19830903;ALOMRANI Abdulaziz Ahmed;???;KSA;42;6;;;;;;;;;;;;;
2044;2036;29803;URU19960918;ALONSO TORRES Agustin;???;URU;29;7;;;;;;;;;;;;;
1647;1639;36849;LCA20070714;ALPHONSE Denver;???;LCA;18;14;;;;;;;;;;;;;
2377;1388;20429;CRC19930707;ALPIZAR NAVAS Andres Jesus;???;CRC;32;4;;;;;;;;;;;;;
2805;2799;36288;BRN19860502;ALQAIS Mohamed;???;BRN;39;2;;;;;;;;;;;;;
1831;1830;33526;UAE20010115;ALSABBAGH Ali Humaid;???;UAE;24;10;;;;;;;;;;;;;
1543;1538;26757;UAE19980513;ALSABBAGH Mohamed Humaid Mehrab;???;UAE;27;15;;;;;;;;;;;;;
2561;-;37905;KSA19820529;ALSHAYA Faisal;???;KSA;43;4;;;;;;;;;;;;;
2666;2661;19937;CHI19910814;ALVARADO TENEB Adrian Alexander;???;CHI;34;2;;;;;;;;;;;;;
2915;2908;32879;OMA20011112;ALWAHIBI Mohammed;???;OMA;24;1;;;;;;;;;;;;;
922;918;34016;ERI20030324;AMAN Awet;???;ERI;22;45;;;;;;;;;;;;;
1896;1896;24101;ESP19930812;AMEZQUETA MORENO Julen;???;ESP;32;9;;;;;;;;;;;;;
1603;1596;37259;GHA1994;AMU Francis;???;GHA;31;15;;;;;;;;;;;;;
2659;2652;10538;COL19880811;ANACONA GOMEZ Winner Andrew;???;COL;37;2;;;;;;;;;;;;;
2932;2925;34918;CIV20010807;ANDE Kouadio Emmanuel Adebayor;???;CIV;24;1;;;;;;;;;;;;;
1248;1240;27652;NOR19990430;ANDERSEN Idar;???;NOR;26;24;;;;;;;;;;;;;
942;940;31554;DEN20020701;ANDERSEN Kasper;???;DEN;23;43;;;;;;;;;;;;;
2201;2190;36674;LAT20020419;ANDERSONS Maksimuss;???;LAT;23;6;;;;;;;;;;;;;
2776;2773;35116;USA19990308;ANDRADE Tayne;???;USA;26;2;;;;;;;;;;;;;
1737;1730;28573;LAT19990907;ANSONS Kristers;???;LAT;26;11;;;;;;;;;;;;;
2025;2020;25909;VIN19920103;ANTROBUS Lucky;???;VIN;33;7;;;;;;;;;;;;;
2472;2464;34264;PAK20020319;ANWAR Muhammad Ismail;???;PAK;23;4;;;;;;;;;;;;;
1130;1118;33424;VEN20010801;ARAUJO BASTIDAS Jhonny Alexander;???;VEN;24;31;;;;;;;;;;;;;
1781;1779;26115;ANG19980107;ARAUJO Bruno Cesar Amaral;???;ANG;27;10;;;;;;;;;;;;;
763;760;26075;PAN19970824;ARCHIBOLD CASTILLO Franklin;???;PAN;28;63;;;;;;;;;;;;;
2857;2852;37759;CHI20060727;ARIAS CHAVEZ Facundo Alejandro;???;CHI;19;2;;;;;;;;;;;;;
2399;1728;27430;CRC19980913;ARIAS VILLANUEVA Sergio;???;CRC;27;4;;;;;;;;;;;;;
781;772;33118;GRE20030113;ARVANITOU Nikiforos;???;GRE;22;60;;;;;;;;;;;;;
1446;1444;16515;URU19900620;ASCONEGUY DIAZ Roderyck;???;URU;35;17;;;;;;;;;;;;;
1489;1488;36797;ZIM20050105;ASCOTT George;???;ZIM;20;17;;;;;;;;;;;;;
2774;2771;35015;PAK20021120;ASIF Asif;???;PAK;23;2;;;;;;;;;;;;;
1049;1042;28266;ALG19990607;ASSAL Mohamed Nadjib;???;ALG;26;35;;;;;;;;;;;;;
2384;2372;23272;PER19930420;ATENCIO GARCIA Arquimidis Clinion;???;PER;32;4;;;;;;;;;;;;;
2069;2449;33902;BEN20020306;ATTAI Kocou Corneil;???;BEN;23;7;;;;;;;;;;;;;
1796;1793;28475;CHI19991214;AUTRAN CARRILLO Jose Eduardo;???;CHI;26;10;;;;;;;;;;;;;
2557;2551;37753;EGY20060728;AYAD Eslam;???;EGY;19;4;;;;;;;;;;;;;
1542;1537;26610;ARG19920822;AZZEM Omar Salis;???;ARG;33;15;;;;;;;;;;;;;
1649;1640;36963;MDA2004;BABANSCHII Daniil;???;MDA;21;14;;;;;;;;;;;;;
2656;2649;8371;FIN19851008;BÄCKMAN Anders;???;FIN;40;2;;;;;;;;;;;;;
1701;1694;32528;ALG20021016;BADLIS Slimane;???;ALG;23;12;;;;;;;;;;;;;
2725;2719;32011;KOR20020627;BAE Hyoung-jun;???;KOR;23;2;;;;;;;;;;;;;
2032;2027;27436;JAM19780122;BAILEY Barrington;???;JAM;47;7;;;;;;;;;;;;;
2524;2516;36518;SWZ20041214;BAILEY Makepeace;???;SWZ;21;4;;;;;;;;;;;;;
1294;1286;21526;VIN19960930;BAILEY Zefal Trevor;???;VIN;29;22;;;;;;;;;;;;;
2094;2086;35602;EGY20041105;BAKR Mahmoud;???;EGY;21;7;;;;;;;;;;;;;
1378;1375;35660;NOR20040229;BAKSAAS Wang Morthen;???;NOR;21;20;;;;;;;;;;;;;
2954;2949;36602;UKR19860901;BAKURYNSKYI Borys;???;UKR;39;1;;;;;;;;;;;;;
1915;1751;35197;ALB20040312;BALAJ Mateo;???;ALB;21;9;;;;;;;;;;;;;
1364;1358;30560;GER20010116;BALLERSTEDT Maurice;???;GER;24;20;;;;;;;;;;;;;
2458;2450;33904;ISL19750405;BARDARSON Thorsteinn;???;ISL;50;4;;;;;;;;;;;;;
1589;1582;35605;DMA20021010;BARON Kohath;???;DMA;23;15;;;;;;;;;;;;;
2432;2423;31269;ITA20010518;BARONI Alessandro;???;ITA;24;4;;;;;;;;;;;;;
1641;1634;35231;UKR20041001;BASARABA Mykhailo;???;UKR;21;14;;;;;;;;;;;;;
2855;2850;37748;FRA20060609;BASSET Antoine;???;FRA;19;2;;;;;;;;;;;;;
1684;1676;23887;RSA19960223;BASSON Gustav;???;RSA;29;12;;;;;;;;;;;;;
1412;1410;21965;MGL19941015;BATMUNKH Maralerdene;???;MGL;31;18;;;;;;;;;;;;;
1948;1946;28668;SLO19990620;BAVEC Timotej;???;SLO;26;8;;;;;;;;;;;;;
1929;1929;4716;ARG19820313;BAZZI Facundo Lionel;???;ARG;43;8;;;;;;;;;;;;;
2901;2893;29667;MAR20000618;BDADOU Youssef;???;MAR;25;1;;;;;;;;;;;;;
1024;1022;11780;VEN19850928;BECERRA BECERRA Eduin;???;VEN;40;36;;;;;;;;;;;;;
1502;1503;31079;BEL20000718;BELLENS Jarno;???;BEL;25;16;;;;;;;;;;;;;
1258;1251;34195;ITA20040127;BELLETTA Dario Igor;???;ITA;21;24;;;;;;;;;;;;;
2701;2696;29131;ISR19990406;BEN MOSHE Yuval;???;ISR;26;2;;;;;;;;;;;;;
2223;1761;7530;POL19870803;BENEDETTI Cesare;???;POL;38;5;;;;;;;;;;;;;
2302;2290;34037;ESP20020708;BENNASSAR ROSSELLO Francesc;???;ESP;23;5;;;;;;;;;;;;;
2592;2583;31291;FRA19920415;BENNETT Stéfan;???;FRA;33;3;;;;;;;;;;;;;
1682;1673;7866;ALG19870410;BENYOUCEF Abdalla;???;ALG;38;12;;;;;;;;;;;;;
2638;2631;36958;FRA19990806;BERGER Antoine;???;FRA;26;3;;;;;;;;;;;;;
2109;2103;36756;ERI20030820;BERHANE Hebron;???;ERI;22;7;;;;;;;;;;;;;
1609;1602;9054;ISV;BETANCOURT Alex;???;ISV;0;14;;;;;;;;;;;;;
1925;1925;37595;NAM20060406;BEULKER Justus;???;NAM;19;9;;;;;;;;;;;;;
1604;1597;37292;IND20000707;BHAGIRATH Bhagirath;???;IND;25;15;;;;;;;;;;;;;
2379;2367;21265;GER19880818;BICHLMANN Daniel;???;GER;37;4;;;;;;;;;;;;;
2606;2597;32790;NED19991109;BIERKENS Tim;???;NED;26;3;;;;;;;;;;;;;
2745;2737;33193;SIN20000921;BIN FAISAL Arfan;???;SIN;25;2;;;;;;;;;;;;;
2735;2729;32463;KOS19900518;BINAKAJ Valon;???;KOS;35;2;;;;;;;;;;;;;
2955;2950;36679;CAN19920219;BLANC-PAQUE Paul;???;CAN;33;1;;;;;;;;;;;;;
2218;2207;4377;NOR19870517;BOASSON HAGEN Edvald;???;NOR;38;5;;;;;;;;;;;;;
2332;2323;36253;UZB20050316;BOBOSHEROV Farrukh;???;UZB;20;5;;;;;;;;;;;;;
1143;1135;31660;UZB20020606;BOCHAROV Dmitriy;???;UZB;23;30;;;;;;;;;;;;;
1577;1573;34099;CAY19940113;BODDEN Christopher;???;CAY;31;15;;;;;;;;;;;;;
1356;1352;27232;NED19940304;BOGERD Marien;???;NED;31;20;;;;;;;;;;;;;
2165;2155;31647;SUI19960801;BÖGLI Noah;???;SUI;29;6;;;;;;;;;;;;;
623;610;20692;SUI19940117;BOHLI Tom;???;SUI;31;88;;;;;;;;;;;;;
2894;2886;29085;FRA19990625;BOILEAU Alan;???;FRA;26;1;;;;;;;;;;;;;
2812;2806;36539;NCA20040923;BOJORGE PERALTA Andres Agustin;???;NCA;21;2;;;;;;;;;;;;;
2868;2861;9956;NED19890908;BOL Jetse;???;NED;36;1;;;;;;;;;;;;;
2000;1995;5052;MLT19770627;BONELLO Etienne;???;MLT;48;7;;;;;;;;;;;;;
1001;823;23672;CRC19931018;BONILLA QUIROS Daniel Andres;???;CRC;32;38;;;;;;;;;;;;;
2655;2648;5054;MLT19810812;BONNICI Mark;???;MLT;44;2;;;;;;;;;;;;;
2361;2350;37829;NED20040429;BOONSTRA Jelle;???;NED;21;5;;;;;;;;;;;;;
1771;1766;15927;MLT19810726;BORG Pierre;???;MLT;44;10;;;;;;;;;;;;;
1169;1164;29333;USA19910617;BORSTELMANN John;???;USA;34;28;;;;;;;;;;;;;
1315;1308;31779;BOT20010917;BOTLHOLE Matlhogonolo;???;BOT;24;22;;;;;;;;;;;;;
2112;2106;36826;BUR20001003;BOUDA Rachid;???;BUR;25;7;;;;;;;;;;;;;
1959;1957;32537;ALG19991119;BOUDJAMAA Anes;???;ALG;26;8;;;;;;;;;;;;;
1496;1496;26267;BEL19960808;BOUTS Jordy;???;BEL;29;16;;;;;;;;;;;;;
1840;1839;33847;CAN19870824;BRADBURY Andrew;???;CAN;38;10;;;;;;;;;;;;;
2685;2680;24554;POL19920309;BRAULINSKI Michal;???;POL;33;2;;;;;;;;;;;;;
1654;1644;18293;VEN19900607;BRICEÑO Fernando;???;VEN;35;13;;;;;;;;;;;;;
1445;1443;12722;ANT19890822;BRIDGES Jyme;???;ANT;36;17;;;;;;;;;;;;;
2986;2981;37864;NED19990815;BRINKMAN David;???;NED;26;1;;;;;;;;;;;;;
1874;1876;36942;CPV20060203;BRITO Leandro;???;CPV;19;10;;;;;;;;;;;;;
2536;2528;36841;DOM20010110;BRITOS ARIAS Maicol;???;DOM;24;4;;;;;;;;;;;;;
2273;2262;31512;DEN19970727;BRIXEN JAKOBSEN Jonas Nordal;???;DEN;28;5;;;;;;;;;;;;;
2558;2552;37772;ARG19850808;BROGGI German Ezequiel;???;ARG;40;4;;;;;;;;;;;;;
1476;1474;35200;ANT20070827;BROWNE Tahje;???;ANT;18;17;;;;;;;;;;;;;
2843;2838;37270;GHA;BROWNSON Michael;???;GHA;0;2;;;;;;;;;;;;;
976;973;23375;POL19950217;BROZYNA Piotr;???;POL;30;40;;;;;;;;;;;;;
840;833;28412;USA19981201;BRUNNER Eric;???;USA;27;52;;;;;;;;;;;;;
1757;1752;35469;ITA20030204;BRUNO Andrea Alfio;???;ITA;22;11;;;;;;;;;;;;;
741;739;29310;KAZ20000418;BRUSSENSKIY Gleb;???;KAZ;25;66;;;;;;;;;;;;;
2902;2894;29885;ARG19921106;BUCHANAN Franco;???;ARG;33;1;;;;;;;;;;;;;
2712;2707;30601;ITA19990814;BUDA Simone;???;ITA;26;2;;;;;;;;;;;;;
2710;2705;30474;MLT19880607;BUGEJA Clive;???;MLT;37;2;;;;;;;;;;;;;
1811;1809;31574;MDA20030210;BUIANU Laurentiu;???;MDA;22;10;;;;;;;;;;;;;
2477;2468;34401;BIH19871121;BULJUBASIC Mirsad;???;BIH;38;4;;;;;;;;;;;;;
2021;2016;25188;AUS19880120;BURTON Matthew;???;AUS;37;7;;;;;;;;;;;;;
2775;2772;35033;COL20000212;BUSTOS GONZALEZ Cristian Yesid;???;COL;25;2;;;;;;;;;;;;;
1935;1934;21690;RWA19910601;BYUKUSENGE Patrick;???;RWA;34;8;;;;;;;;;;;;;
2647;2640;37317;PAN20030301;CABALLERO GONZALEZ Michael;???;PAN;22;3;;;;;;;;;;;;;
2847;2842;37506;COL20000904;CACERES CANO Emmanuel Avelino;???;COL;25;2;;;;;;;;;;;;;
1962;1960;33182;ECU20010621;CAICEDO CEPEDA David Sebastian;???;ECU;24;8;;;;;;;;;;;;;
2904;2897;30947;ECU20020118;CAIZA PEREZ Erik Daniel;???;ECU;23;1;;;;;;;;;;;;;
1617;1610;21439;FRA19921206;CALMEJANE Lilian;???;FRA;33;14;;;;;;;;;;;;;
2788;2784;35544;MEX19820714;CAMARA ORTIZ Cesar;???;MEX;43;2;;;;;;;;;;;;;
2756;2749;34105;VEN20030611;CAMARGO RAMIREZ Breinner Smaichel;???;VEN;22;2;;;;;;;;;;;;;
1965;1962;34124;MLT19970623;CAMILLERI John;???;MLT;28;8;;;;;;;;;;;;;
1393;1392;24828;TTO19960201;CAMPBELL Akil;???;TTO;29;19;;;;;;;;;;;;;
2410;2398;28928;GUA19970112;CANASTUJ CALEL José David;???;GUA;28;4;;;;;;;;;;;;;
2135;-;4065;CRC19821219;CARBALLO RAMIREZ Jonathan;???;CRC;43;6;;;;;;;;;;;;;
2822;2816;36837;DMA2006;CARBON Stephen;???;DMA;19;2;;;;;;;;;;;;;
2526;2518;36543;ESA20050310;CARCAMO RODRIGUEZ Diego Alejandro;???;ESA;20;4;;;BOUCHARD Geoffrey;DAT;;;;;;;;;
2134;2124;3874;FRA19851207;CARENE Boris;???;FRA;40;6;;;STORM Theodor;IGD;;;;;;;;;
2497;2488;35259;SWE19890910;CARLSSON Jimmy;???;SWE;36;4;;;GAZE Samuel;ADC;;;;;;;;;
1904;1906;32028;ITA20000817;CAROLLO Francesco;???;ITA;25;9;;;VAN DER HOORN Taco;IWA;;;;;;;;;
2005;2000;19299;USA19920620;CARPENTER Robin;???;USA;33;7;;;BONNET Thomas;TEN;;;;;;;;;
1843;1842;34159;AIA19910803;CARTY Delroy;???;AIA;34;10;;;VADIC Baptiste;TEN;;;;;;;;;
1969;1966;34287;ITA20041009;CASALINI Gabriele;???;ITA;21;8;;;;;;;;;;;;;
2566;2557;10234;POR19860422;CASIMIRO Henrique Madeira;???;POR;39;3;;;;;;;;;;;;;
1727;1721;19739;MEX19920305;CASTILLO SOTO Ulises Alfredo;???;MEX;33;11;;;;;;;;;;;;;
2738;2732;32526;HON19960927;CASTILLO VINDEL Cesar Augusto;???;HON;29;2;;;;;;;;;;;;;
1626;1618;26399;ESP19960313;CASTRILLO ZAPATER Jaime;???;ESP;29;14;;;;;;;;;;;;;
2219;2208;4944;ITA19850317;CATALDO Dario;???;ITA;40;5;;;;;;;;;;;;;
1669;1660;33088;ITA19991026;CAVALLO Luca;???;ITA;26;13;;;;;;;;;;;;;
893;879;23904;AUS19951122;CAVANAGH Ryan;???;AUS;30;48;;;;;;;;;;;;;
574;540;3448;GBR19850521;CAVENDISH Mark;???;GBR;40;100;;;;;;;;;;;;;
2984;2979;37830;ITA20021210;CECCHI Filippo;???;ITA;23;1;;;;;;;;;;;;;
2859;2854;37821;SLO20000211;CENCIC Nejc;???;SLO;25;2;;;;;;;;;;;;;
1006;1002;28664;SLO19980520;CERNE Gregor Matija;???;SLO;27;38;;;;;;;;;;;;;
1937;1936;24642;MNE19880424;CEROVIC Goran;???;MNE;37;8;;;;;;;;;;;;;
2456;2446;33544;ZIM19880000;CHAKAZA Amos;???;ZIM;37;4;;;;;;;;;;;;;
2365;2354;5714;COL19840308;CHALAPUD GOMEZ Robinson Eduardo;???;COL;41;4;;;;;;;;;;;;;
2549;2543;37178;ECU20030331;CHANDI CHAFUELAN Edwin Oswaldo;???;ECU;22;4;;;;;;;;;;;;;
2074;2065;34465;TPE20020207;CHANG Chih Sheng;???;TPE;23;7;;;;;;;;;;;;;
2910;2903;31975;CHN20020518;CHANG Zhen;???;CHN;23;1;;;;;;;;;;;;;
2734;2728;32438;GRN20011005;CHARLES Karega;???;GRN;24;2;;;;;;;;;;;;;
2944;2937;35677;GER19981010;CHARROIS Leo;???;GER;27;1;;;;;;;;;;;;;
2343;2334;37042;FRA20030209;CHATONNET Toby;???;FRA;22;5;;;;;;;;;;;;;
1257;1315;33770;BIZ20030817;CHAVARRIA Derrick;???;BIZ;22;24;;;;;;;;;;;;;
1717;1709;36433;ALG20050815;CHENNAFI Bachir;???;ALG;20;12;;;;;;;;;;;;;
2033;2028;27497;ZIM19960914;CHIKWAKA Andrew;???;ZIM;29;7;;;;;;;;;;;;;
2078;2069;34917;CMR19980403;CHOFOR TWICAM Fabrice;???;CMR;27;7;;;;;;;;;;;;;
2897;2889;29512;SVK19990508;CHREN Martin;???;SVK;26;1;;;;;;;;;;;;;
2403;2390;27729;CAN19990619;CHRETIEN Charles-Etienne;???;CAN;26;4;;;;;;;;;;;;;
2938;2931;35292;DEN20040922;CHRISTENSEN Alfred;???;DEN;21;1;;;;;;;;;;;;;
2370;2359;17017;IRL19910118;CHRISTIE Marcus;???;IRL;34;4;;;;;;;;;;;;;
2320;2308;35113;FRA20031210;CIALONE Alessio;???;FRA;22;5;;;;;;;;;;;;;
1192;930;18037;CIV19910920;CISSE Issiaka;???;CIV;34;26;;;;;;;;;;;;;
2172;2161;32746;BEL20000420;CLAEYS Arno;???;BEL;25;6;;;;;;;;;;;;;
2001;1996;7494;BAR19741231;CLARKE Philip;???;BAR;51;7;;;;;;;;;;;;;
1877;1879;37085;FRA19970327;CLEMENT Guillaume;???;FRA;28;10;;;;;;;;;;;;;
937;935;26649;ARG19980326;COBARRUBIA LUCERO Leonardo Franco;???;ARG;27;43;;;;;;;;;;;;;
2620;2613;34427;ITA20040608;COCCA Andrea;???;ITA;21;3;;;;;;;;;;;;;
1756;1750;35066;FRA19911123;COGNET Emmanuel;???;FRA;34;11;;;;;;;;;;;;;
1012;1007;35614;USA20040501;COLE Owen;???;USA;21;38;;;;;;;;;;;;;
2883;2874;25806;COL19950826;COLON BUELVAS Johan Antonio;???;COL;30;1;;;;;;;;;;;;;
1025;1024;28649;ITA19980922;CONCA Filippo;???;ITA;27;36;;;;;;;;;;;;;
2353;2342;37449;AUS19970626;COOK Leighton;???;AUS;28;5;;;;;;;;;;;;;
2277;2269;32069;NZL19940811;COOPER Anton;???;NZL;31;5;;;;;;;;;;;;;
1879;1881;37190;ECU20010721;CORDOVA SUAREZ Juan Carlos;???;ECU;24;10;;;;;;;;;;;;;
2598;2589;32182;FRA20000709;COSS Loris;???;FRA;25;3;;;;;;;;;;;;;
2658;2651;9254;TTO19640221;COSTA Guy;???;TTO;61;2;;;;;;;;;;;;;
1991;1987;36919;FRA19890419;COURTOIS Kévin;???;FRA;36;8;;;;;;;;;;;;;
1728;1409;21715;ROU19910119;CRISTA Daniel;???;ROU;34;11;;;;;;;;;;;;;
2508;2499;35770;CPV20011226;CRUZ Patrick Nelio;???;CPV;24;4;;;;;;;;;;;;;
2882;2873;25200;COL19961111;CUBIDES MORALES Cristian Camilo;???;COL;29;1;;;;;;;;;;;;;
2858;2853;37800;ARG19811214;CUEVAS Adalberto Tomas;???;ARG;44;2;;;;;;;;;;;;;
2360;2349;37819;USA20050731;CUSACK Nathan;???;USA;20;5;;;;;;;;;;;;;
2336;2327;36732;POL20010330;DABSKI Patryk;???;POL;24;5;;;;;;;;;;;;;
1470;1468;34054;BAH;DALEY Kevin;???;BAH;0;17;;;;;;;;;;;;;
2839;2834;37114;VIE20040417;DANG Thanh Duoc;???;VIE;21;2;;;;;;;;;;;;;
2120;2114;37125;VIE20070620;DANG Van Phap;???;VIE;18;7;;;;;;;;;;;;;
2867;2860;9350;ISR19880520;DANIEL Eliad;???;ISR;37;1;;;;;;;;;;;;;
969;903;35137;SUI19971119;DARBELLAY Valentin;???;SUI;28;41;;;;;;;;;;;;;
2056;2048;32440;MNE19951224;DASIC Milic;???;MNE;30;7;;;;;;;;;;;;;
1545;1541;28198;BUR19990901;DAUMONT Paul;???;BUR;26;15;;;;;;;;;;;;;
2092;2084;35541;FRA19971002;DAUMONT William;???;FRA;28;7;;;;;;;;;;;;;
1585;1854;35135;BEL20040321;DE BRUYCKERE Kay;???;BEL;21;15;;;;;;;;;;;;;
2602;2593;32673;ITA20001230;DE CARLO Giovanni;???;ITA;25;3;;;;;;;;;;;;;
2071;2062;33918;TTO20010504;DE COMARMOND Enrique;???;TTO;24;7;;;;;;;;;;;;;
1266;1259;35845;ALB20050119;DE FABRITIIS Gabriele;???;ALB;20;24;;;;;;;;;;;;;
1518;1517;4557;BEL19861106;DE GENDT Thomas;???;BEL;39;15;;;;;;;;;;;;;
2356;2345;37602;BEL20020219;DE GRAEF Noah;???;BEL;23;5;;;;;;;;;;;;;
2836;2831;37034;NED20041130;DE HART Justin;???;NED;21;2;;;;;;;;;;;;;
1271;1263;13261;ESP19860622;DE LA PARTE GONZALEZ Victor;???;ESP;39;23;;;;;;;;;;;;;
2147;2137;24423;CUB19890615;DE LEON CASTRO Yariel;???;CUB;36;6;;;;;;;;;;;;;
2853;2848;37687;ITA20060703;DE LONGHI Lorenzo;???;ITA;19;2;;;;;;;;;;;;;
1871;1873;36820;DOM20010807;DE LOS SANTOS GUZMAN Hector Isaac;???;DOM;24;10;;;;;;;;;;;;;
1928;1928;37832;SWE20060227;DE LUCA Teodor;???;SWE;19;9;;;;;;;;;;;;;
2952;2945;36284;BEL20030416;DE MEESTER Milan;???;BEL;22;1;;;;;;;;;;;;;
2319;2307;35085;BEL20040722;DE MOYER Kenay;???;BEL;21;5;;;;;;;;;;;;;
2029;2024;26946;BEL19960421;DE POORTER Maxime;???;BEL;29;7;;;;;;;;;;;;;
1807;1804;30706;BEL19991012;DE WILDE Gilles;???;BEL;26;10;;;;;;;;;;;;;
2714;2709;30716;ITA20011016;DEBIASI Andrea;???;ITA;24;2;;;;;;;;;;;;;
1584;1579;35086;TOG19920721;DEDEMA Panawe;???;TOG;33;15;;;;;;;;;;;;;
2401;2388;27447;BIH19940421;DELANOVIC Ferhad;???;BIH;31;4;;;;;;;;;;;;;
1751;1746;34073;CUB20010831;DELGADO GONZALEZ Ricardo;???;CUB;24;11;;;;;;;;;;;;;
1236;1228;34346;TUN20040113;DELLAI Mohamed Aziz;???;TUN;21;25;;;;;;;;;;;;;
2895;2887;29157;FRA19990119;DELOUMEAUX Jérémy;???;FRA;26;1;;;;;;;;;;;;;
2130;2121;37816;NED20060925;DEN OTTER Jesse;???;NED;19;7;;;;;;;;;;;;;
1997;1992;37603;BEL20050424;DENS Stan;???;BEL;20;8;;;;;;;;;;;;;
1606;1599;37764;ZIM20010723;DENSLOW Matthew;???;ZIM;24;15;;;;;;;;;;;;;
1816;1813;32248;IND19900501;DEVARDEKAR Sudarshan Muralidhar;???;IND;35;10;;;;;;;;;;;;;
2580;2571;27550;BEL19980330;D'HEYGERE Gil;???;BEL;27;3;;;;;;;;;;;;;
2985;2980;37860;ITA20050124;DI PRIMA Christian;???;ITA;20;1;;;;;;;;;;;;;
1783;933;26345;MLI19970115;DIALLO Yaya;???;MLI;28;10;;;;;;;;;;;;;
2301;2289;34024;MLI20050624;DIAMOUTENE Tiemoko;???;MLI;20;5;;;;;;;;;;;;;
2118;2112;36950;CPV20050907;DIAS Gilberto Monteiro;???;CPV;20;7;;;;;;;;;;;;;
1696;1690;32014;ARG19980614;DIAZ Adrian Lorenzo;???;ARG;27;12;;;;;;;;;;;;;
2375;2364;18992;VEN19920813;DIAZ CEDEÑO Enrique Luis;???;VEN;33;4;;;;;;;;;;;;;
1642;1635;35545;MEX19950310;DIAZ HERRERA Miguel Angel;???;MEX;30;14;;;;;;;;;;;;;
2447;2437;32525;HON20021011;DIAZ SORTO Christopher Jair;???;HON;23;4;;;;;;;;;;;;;
